ShortName,CompanyName,ISINCode,ExchangeCode
GLOTRU,GLOBAL TRUST BANK LTD,INE130A01017,
GLOVEC,GLOBAL VECTRA HELICORP LTD,INE792H01019,GLOBALVECT
GLRE1,GLOBALSPACE TECH LTD RE,INE632W20016,GSTL-RE
GMBREW,GM BREWERIES LIMITED,INE075D01018,GMBREW
GMMOFS,GMM PFAUDLER LTD OFS,INE000000088,GMM
GMPOL,G M POLYPLAST LIMITED,INE0E2801015,GMPL
GMRINF,GMR AIRPORTS LIMITED,INE776C01039,GMRAIRPORT
GMRPOW,GMR POWER AND URBAN INFRA LTD,INE0CU601026,GMRP&UI
GNAAXL,G N A AXLES LIMITED,INE934S01014,GNA
GNFC,GUJARAT NARMADA FER & CHEM LTD,INE113A01013,GNFC
GOACAR,GOA CARBON LIMITED,INE426D01013,GOACARBON
GOAFRU,GOA FRUIT SPECIALITI,,
GOBIND,GOBLIN INDIA LIMITED,INE492Z01018,GOBLIN
GOCCOR,GOCL CORPORATION LIMITED,INE077F01035,GOCLCORP
GODAGR,GODREJ AGROVET LIMITED,INE850D01014,GODREJAGRO
GODBIO,GODAVARI BIOREFINERIES LIMITED,INE497S01012,GODAVARIB
GODCON,GODREJ CONSUMER PRODUCTS LTD,INE102D01028,GODREJCP
GODDRU,GODAVARI DRUGS LTD,INE362C01012,GODAVARI
GODFER,GODAVARI FERTILISERS LTD,INE507C01012,
GODIGI,GO DIGIT GENERAL INSURANCE LTD,INE03JT01014,GODIGIT
GODIND,GODREJ INDUSTRIES LIMITED,INE233A01035,GODREJIND
GODPHI,GODFREY PHILLIPS INDIA LIMITED,INE260B01028,GODFRYPHLP
GODPOW,GODAWARI POWER AND ISPAT LTD,INE177H01039,GPIL
GODPRO,GODREJ PROPERTIES LIMITED,INE484J01027,GODREJPROP
GOEBUS,GOENKA BUSINESS & FINANCE LTD,INE997C01015,GBFL
GOEDIA,GOENKA DIAMOND & JEWELS LTD,INE516K01024,GOENKA
GOEFOO,GOEL FOOD PRODUCTS LIMITED,INE0K6L01010,GOEL
GOFASH,GO FASHION INDIA GO COLORS,INE0BJS01011,GOCOLORS
GOGCAP,GOGIA CAPITAL GROWTH LIMITED,INE832C01014,GOGIACAPGL
GOKAGR,GOKUL AGRO RESOURCES LIMITED,INE314T01025,GOKULAGRO
GOKEXP,GOKALDAS EXPORTS LIMITED,INE887G01027,GOKEX
GOKRE1,GOKUL AGRO RES LTD RE,INE314T20017,GOKUL-RE
GOKREF,GOKUL REFOILS AND SOLVENT LIMI,INE020J01029,GOKUL
GOKTEX,GOKAK TEXTILES LIMITED,INE642I01014,GOKAKTEX
GOLCAP,GOLDEN CAPITAL SERVICES LTD,INE135D01010,GOLDENCAP
GOLCAR,GOLDEN CARPETS LIMITED,INE595D01015,GOLCA
GOLCOI,GOLD COIN HEALTH FOODS LIMITED,INE634J01019,GOLDCOINHF
GOLCRE,GOLDEN CREST EDU SERVICES LTD,INE222U01010,GOLDENCREST
GOLDEX,NIPPON INDIA ETF GOLD BEES,INF204KB17I5,GOLDBEES
GOLDIA,GOLKUNDA DIAMONDS & JEWELLERY,INE798D01015,GOLKUNDIA
GOLFIN,GOLDCREST CORPORATION LIMITED,INE505D01014,GOLDCORP
GOLGLO,GOLECHHA GLOBAL FINANCE LTD,INE427D01011,GOLECHA
GOLINT,GOLDIAM INTERNATIONAL LIMITED,INE025B01025,GOLDIAM
GOLLEG,GOLDEN LEGAND LEASING n FINANC,INE088E01019,GOLDLEG
GOLLIN,GOLD LINE INT FINVEST LTD,INE204P01026,GOLDLINE
GOLMUL,GOLD MULTIFAB,,
GOLPR,GARBI FINVEST LIMITED,INE721C01019,GARBIFIN
GOLROC,GOLD ROCK INVESTMENTS LTD,INE598F01014,ZGOLDINV
GOLSE,U Y FINCORP LIMITED,INE152C01025,UYFINCORP
GOLTEC,AION-TECH SOLUTIONS LIMITED,INE805A01014,GOLDTECH
GOLTEL,OLECTRA GREENTECH LIMITED,INE260D01016,OLECTRA
GOLTEX,GOLDWON TEXTILES,,
GOLTOU,GOLDEN TOURIST RESOR,,
GOMIND,GOM INDUSTRIES,INE596D01013,GOMIND
GONPEI,GONTERMANN PEIPERS (INDIA) LTD,INE530A01026,GONTER
GOOGRO,GOODRICKE GROUP LTD,INE300A01016,GOODRICKE
GOOIND,GOODYEAR INDIA LTD,INE533A01012,GOODYEAR
GOOLUC,GOODLUCK INDIA LIMITED,INE127I01024,GOODLUCK
GOOVAL,GOOD VALUE MARKETING CO.,INE532A01014,GOVMC
GOOVI,VUENOW INFRATECH LIMITED,INE164D01010,VUENOW
GOPIRO,GOPAL IRON & STEELS CO(GUJ)LTD,INE641H01018,GOPAIST
GOPLEA,GOPLEE INFOTECH LTD,INE968B01018,GOPLEEIN
GOPPOL,HCP PLASTENE BULKPACK,INE136C01044,HPBL
GOPSNA,GOPAL SNACKS LTD,INE0L9R01028,GOPAL
GORHER,GORDON HERBERT LTD,INE755C01017,GORDONHE
GORIND,GORANI INDUSTRIES LTD,INE792J01015,GORANIN
GORWOO,GORDON WOODROFFE,INE595C01017,
GOSND1,0% Goswami Infratech Apr 26,INE219O07362,GIPLZC26
GOTPLA,GOTHI PLASCON INDIA LTD,INE538G01018,GOTHIPL
GOVPOY,GOVIND POY OXYGEN LTD.,,
GOVRUB,GOVIND RUBBER LTD,INE011C01015,GOVINDRU
GOWLEA,GOWRA LEASING & FINANCE LTD,INE225G01012,GOWRALE
GOYASS,GOYAL ASSOCIATES LTD,INE912B01032,GOYALASS
GOYFIN,GFL FINANCIALS INDIA LIMITED,INE764K01038,GFLFIN
GPPET,GP PETROLEUMS LIMITED,INE586G01017,GULFPETRO
GPTHEA,GPT HEALTHCARE LIMITED,INE486R01017,GPTHEALTH
GPTINF,GPT INFRAPROJECTS LTD,INE390G01014,GPTINFRA
GRACHA,GRAPHIC CHARTS,,
GRAFIR,GRAHAM FIRTH STEEL P,,
GRAFOU,GRAND FOUNDRY LTD,INE534A01028,GFSTEELS
GRAHEA,GRAN HEAL PHARMA,,
GRAIN,GRATEX INDUSTRIES LTD,INE915E01013,GRATEXI
GRAINF,GRADIENTE INFOTAINMENT LIMITED,INE361K01017,GRADIENTE
GRANUL,GRANULES INDIA LIMITED,INE101D01020,GRANULES
GRAPP1,GRASIM INDUSTRIES LTD PP,IN9047A01029,GRASIMPP1
GRAPRO,GRANDEUR PRODUCTS LIMITED,INE545R01010,GPL
GRARE1,GRASIM INDUSTRIES LTD RE,INE047A20013,GRASIM-RE
GRASIL,GRAVITY (INDIA) LIMITED,INE995A01013,GRAVITY
GRASIM,GRASIM INDUSTRIES LIMITED,INE047A01021,GRASIM
GRATR,GRANDMA TRADING & AGENCIES LTD,INE927M01029,GRANDMA
GRAVIN,GRAVITA INDIA LIMITED,INE024L01027,GRAVITA
GRAWEI,GRAUER & WEIL (INDIA) LTD,INE266D01021,GRAUWEIL
GRCABL,CLENON ENTERPRISES LIMITED,INE769B01028,CLENON
GREAVE,GREAVES COTTON LIMITED,INE224A01026,GREAVESCOT
GRECO,GRETEX CORPORATE SERVICES LTD,INE199P01028,GCSL
GRECOR,GREENFIELD CORP.,,
GREEDU,IRONWOOD EDUCATION LTD,INE791H01011,IRONWOOD
GREEI,GREENPANEL INDUSTRIES LIMITED,INE08ZM01014,GREENPANEL
GREEIN,GREENLAM INDUSTRIES LIMITED,INE544R01021,GREENLAM
GREFIN,GREENCREST FINANCIAL SERV LTD,INE414C01045,GREENCREST
GREFIR,EQUIPPP SOCIAL IMPACT TECH,INE217G01035,EQUIPPP
GREIN,GREENPLY INDUSTRIES LIMITED,INE461C01038,GREENPLY
GREOFF,GOL OFFSHORE LIMITED,INE892H01017,GTOFFSHORE
GRERE1,GRETEX CORPORATE SERVICES RE,INE199P20010,GRETEX-RE
GREVEN,GREENHITECH VENTURES LIMITED,INE0S0701019,GVL
GREWES,GREAT WESTERN INDUST,,
GRIHOT,KEDIA INFOTECH,INE245D01025,KEDIN
GRINFR,G R INFRAPROJECTS LIMITED,INE201P01022,GRINFRA
GRINOR,GRINDWELL NORTON LTD,INE536A01023,GRINDWELL
GRIOFS,G R INFRAPROJECTS LTD OFS,INE000000193,GRINFRA
GRMCAP,ZIGMA SOFTWARE LTD,INE746C01032,ZIGMASOF
GRMOVE,GRM OVERSEAS LTD,INE192H01020,GRMOVER
GROIND,GROVY INDIA LIMITED,INE343C01012,GROVY
GRPLTD,GRP LIMITED,INE137I01015,GRPLTD
GRUFIN,GRUH FINANCE LIMITED,INE580B01029,GRUH
GSAL,GSAL (INDIA),INE653F01017,GSALIND
GSAUTO,GS AUTO INTERNATIONAL LTD,INE736H01024,GSAUTO
GSBFIN,GSB FINANCE LTD,INE777C01011,GSBFIN
GSFC,GUJARAT STATE FERTILIZERS & CH,INE026A01025,GSFC
GSI27A,GSEC STRIP 19SP27,IN000927C045,GS19SEP2027
GSL,GSL (INDIA) LTD,,
GSLNOV,GSL NOVA PETROCHEMICALS LIMITE,INE787A01022,GSLNOVA
GSLSEC,GSL SECURITIES LTD,INE721D01017,GSLSEC
GSPL,GUJARAT STATE PETRONET LIMITED,INE246F01010,GSPL
GSSINF,GSS INFOTECH LIMITED,INE871H01011,GSS
GTCIND,GOLDEN TOBACCO LTD,INE973A01010,GOLDENTOBC
GTCMOB,GTCL MOBILE-COM TECH,INE037D01018,GTCLM
GTLINF,GTL INFRASTRUCTURE LIMITED,INE221H01019,GTLINFRA
GTNIND,GTN INDUSTRIES LIMITED,INE537A01013,GTNINDS
GTNTE,GTN TEXTILES LTD (FORMERLY KN,INE302H01017,GTNTEX
GTPHAT,GTPL HATHWAY LIMITED,INE869I01013,GTPL
GTPOFS,GTPL HATHWAY LIMITED OFS,INE000000147,GTPL
GTVENG,GTV ENGINEERING LIMITED,INE910R01016,GTV
GUFBIO,GUFIC BIOSCIENCES LIMITED,INE742B01025,GUFICBIO
GUJAE,GUJARAT AMBUJA EXPORTS LIMITED,INE036B01030,GAEL
GUJALK,GUJARAT ALKALIS & CHEMICALS LT,INE186A01019,GUJALKALI
GUJAPO,GUJARAT APOLLO INDUSTRIES LTD,INE826C01016,GUJAPOLLO
GUJAQU,GUJARAT AQUA INDUST.,INE705F01015,GJTAQFD
GUJART,GUJARAT ARTH,INE852B01014,GUJARTH
GUJAUT,HIM TEKNOFORGE LIMITED,INE705G01021,HIMTEK
GUJBIT,GBL INDUSTRIES LIMITED,INE003Q01012,GBLIL
GUJBOR,GUJARAT BOROSIL LIMITED,INE059C01022,GUJBOROS
GUJBUL,GUJARAT BULK PACKS,INE709C01014,GUJBP
GUJCAP,GCV SERVICES LIMITED,INE236B01036,GCVSERV
GUJCAR,GUJARAT CARBON & IND LTD,INE462C01010,GUJCARB
GUJCO,GUJARAT CONTAINERS,INE276I01011,GUJCONT
GUJCOA,GUJARAT METALLIC COAL & COKE L,INE146F01020,GMETCOAL
GUJCRA,GUJARAT CRAFT INDUSTRIES LTD,INE372D01019,GUJCRAFT
GUJCRE,GUJARAT CREDIT CORP.,INE034B01019,GUJCRED
GUJCYP,GUJARAT CYPROMET LTD,INE673B01014,GUJCYPROM
GUJDIS,ZR2 BIOENERGY LIMITED,INE218N01021,ZR2
GUJFIL,GUJARAT FILAMENT,,
GUJFIS,GUJARAT FISCON,INE554D01012,GUJFISC
GUJFLO,GFL LIMITED,INE538A01037,GFLLIMITED
GUJFLU,GUJARAT FLUOROCHEMICALS LTD,INE09N301011,FLUOROCHEM
GUJFOI,GUJARAT FOILS LTD,INE587F01017,GUJFOIL
GUJGA,GUJARAT GAS LIMITED,INE844O01030,GUJGASLTD
GUJGAS,GUJARAT GAS CO LTD,INE374A01029,GUJGASLT
GUJGLA,PIRAMAL GLASS LIMITED,INE748E01018,PIRGLASS
GUJHOT,GUJARAT HOTELS LTD,INE621C01011,GUJHOTE
GUJHY,GUJARAT HY SPIN LIMITED,INE578V01013,GUJHYSPIN
GUJIN,GUJ.INJECT (KERALA),INE659F01014,GUJINJEC
GUJINT,GUJARAT INTRUX LIMITED,INE877E01015,GUJINTRX
GUJINV,GUJARAT INVESTA LTD,INE373D01017,GUJINV
GUJIP,GUJARAT INDUSTRIES POWER CO L,INE162A01010,GIPCL
GUJJHM,GUJARAT JHM HOTEL,INE596J01010,
GUJLEA,GUJARAT LEASE FINANCING LIMITE,INE540A01017,GLFL
GUJMAC,GMM PFAUDLER LTD,INE541A01023,GMMPFAUDLR
GUJMED,GUJARAT MEDITECH LTD,INE010M01016,GUJMEDI
GUJMI,GUJARAT MINERAL DEVELOPMENT CO,INE131A01031,GMDCLTD
GUJNAT,GUJARAT NATURAL RESOURCES LIMI,INE207H01018,GNRL
GUJNF,GUJARAT NARMADA FLYASH CO LTD,INE955G01022,GUJNFLY
GUJNPP,GUJARAT NRE COKE LTD PREFERENC,IN9110D01011,GUJNREDVR
GUJNRE,GUJARAT NRE COKE LIMITED,INE110D01013,GUJNRECOKE
GUJOFS,GUJARAT THEMIS BIOSYN LTD OFS,INE000000080,GUJTHEM
GUJOPT,GUJARAT OPTICAL COMM LTD,INE069D01011,
GUJORG,GUJARAT ORGANICS LTD,,
GUJPER,GUJARAT PERSTORP,INE878D01015,GUJPE
GUJPET,GUJARAT PETROSYNTHESE LTD,INE636P01011,GUJPETR
GUJPO,GUJARAT POLY ELECTRONICS LTD,INE541F01022,GUJARATPOLY
GUJPPL,GUJARAT PIPAVAV PORT LIMITED,INE517F01014,GPPL
GUJPRO,GUJARAT PROPACK,INE956D01019,
GUJRAF,GUJARAT RAFFIA IND LTD,INE610B01024,GUJRAFFIA
GUJRE1,GUJARAT TOOLROM LTD RE,INE145J20016,GUJTLRM-RE
GUJREF,GUJARAT REFRACTORIES,,
GUJSID,GUJARAT SIDHEE CEMENT LIMITED,INE542A01039,GSCLCEMENT
GUJSTA,GUJARAT STATE FINANCIAL CORPOR,INE944A01011,GUJSTATFIN
GUJTER,GUJARAT TERCE LABORATORIES LTD,INE499G01013,GUJTERC
GUJTEX,GUJARAT TEXSPIN,INE677C01013,GUJTEXSP
GUJTHE,GUJARAT THEMIS BIOSYN LTD,INE942C01045,GUJTHEM
GUJTOO,GUJARAT TOOLROOM LTD,INE145J01032,GUJTLRM
GUJWED,GUJARAT WEDGE WIRE,,
GULCHE,GENUS PRIME INFRA LIMITED,INE256D01014,GENUSPRIME
GULLUB,GULF OIL LUBRICANTS INDIA LTD,INE635Q01029,GULFOILLUB
GULOIL,GULF OIL INDIA LTD,INE812A01010,
GULPOL,GULSHAN POLYOLS LTD,INE255D01024,GULPOLY
GULSUG,GULSHAN SUGARS & CHE,INE193C01029,
GUMIND,GUMMADI INDUSTRIES,,
GUNRE1,GUJARAT NATURAL RESOU LTD RE,INE207H20018,GNRL-RE
GUPCAR,K&R RAIL ENGINEERING LTD,INE078T01026,KRRAIL
GUPFIB,GLOBUS CONSTRUCTORS & DEV LTD,INE064L01015,GLOBUSCON
GUPSYN,GUPTA SYNTHETICS LTD,INE957D01017,GUPTSYN
GVFILM,GV FILMS LTD,INE395B01048,GVFILM
GVKPOW,GVK POWER & INFRASTRUCTURE LTD,INE251H01024,GVKPIL
GWAPOL,GWALIOR POLYPIPES,,
GWASUG,GWALIOR SUGAR,,
GYADEV,GYAN DEVELOPERS & BUILDERS LTD,INE487G01018,GYANDEV
GYSALL,SHAH METACORP LIMITED,INE482J01021,SHAH
GYSRE1,GYSCOAL ALLOYS LIMITED RE,INE482J20013,SHAH-RE
HALGLA,HALDYN GLASS LIMITED,INE506D01020,HALDYNGL
HALOFS,HINDUSTAN AERONAUTICS LTD OFS,INE000000150,HAL
HALVEN,HALDER VENTURE LIMITED,INE115S01010,HALDER
HAMBIO,HAMPS BIO LIMITED,INE0QBD01018,HAMPS
HAMSHO,HAMILTON SHOES,,
HANBEE,NIPPON INDIA ETF HANGSENG BEES,INF204KB19I1,HNGSNGBEES
HANERA,HANIL ERA TEXTILES LTD,INE021D01012,HANILERA
HANFIB,HANJER FIBRES LTD,INE053G01018,HANJFIB
HANPLA,HANSAFLON PLASTO CHE,,
HANTEA,HANUMAN TEA COMPANY,INE363C01010,HANUMAN
HANTOY,HANUNG TOYS AND TEXTILES LTD,INE648H01013,HANUNG
HAPFOR,HAPPY FORGINGS LIMITED,INE330T01021,HAPPYFORGE
HAPMIN,HAPPIEST MINDS TECHNOLOGIES,INE419U01012,HAPPSTMNDS
HARAPP,HARIA APPARELS LIMITED,INE493N01012,HARIAAPL
HARCAP,HARMONY CAPITAL SERVICES LTD,INE264N01017,HRMNYCP
HARCHE,HARSHAVARDHAN CHEM.,,
HARCOM,HARTRON COMMUNICATIO,,
HARCRA,HARIG CRANKSHAFTS LTD,INE905C01034,HARCR
HARENG,HARSHA ENGINEERS INT LTD,INE0JUS01029,HARSHA
HAREXP,HARIA EXPORTS LTD,INE772B01014,HARIAEXPO
HARF,HARYANA FINANCIAL CORPORATION,INE737G01016,HARAFIN
HARFIN,TVS FINANCE AND SERVICES LTD,INE765A01010,
HARGOV,HARI GOVIND INTERNATIONAL LTD,INE167F01018,HARIGOV
HARHOR,HARSHDEEP HORTICO LIMITED,INE0OLZ01015,HARSHDEEP
HARIND,EMPOWER INDIA LIMITED,INE507F01023,EMPOWER
HARLEA,HARYANA LEATHER CHEMICALS LTD,INE681F01018,HARLETH
HARMAL,HARRISONS MALAYALAM LIMITED,INE544A01019,HARRMALAYA
HARMAN,HARVIC MANAGEMENT SE,INE156D01024,HARVIC
HARMET,HARIYANA VENTURES LTD,INE219D01012,HVL
HARPIP,HARIOM PIPE INDUSTRIES LIMITED,INE00EV01017,HARIOMPIPE
HARPOL,HARSH POLYMERS (I),,
HARPRO,LAYLA TEXTILE AND TRADERS LTD,INE914Q01010,LAYLA
HARSEA,HARITA SEATING SYSTEMS LTD,INE939D01015,HARITASEAT
HARSHE,HARYANA SHEET GLASS LTD,INE038D01016,HARYANSHET
HARSHI,HARIYANA SHIP BREAKERS LTD,INE400G01011,HRYNSHP
HARSTE,HARYANA STEEL & ALLO,INE567C01016,HARSTEEL
HARSTR,HARLEY STREET PHARMACEUTICALS,,
HARTE,HARISH TEXTILE ENGINEERS LTD,INE01K301012,HARISH
HARTEX,HARYANA TEXPRINTS(OVERSEAS)LTD,INE206G01012,HARYANATEX
HARTRA,DELMA INFRASTRUCTURE LIMITED,,
HARWAU,HARDCASTLE & WAUD MFG CO LTD,INE722D01015,HARDCAS
HARYCA,HARYANA CAPFIN LIMITED,INE928H01019,HARYNACAP
HASFIN,HASTI FINANCE LTD,INE671D01014,HASTIFIN
HATAGR,HATSUN AGRO PRODUCTS LTD,INE473B01035,HATSUN
HATBHA,HATHWAY BHAWANI CABLETEL & DAT,INE525B01016,HATHWAYB
HATCAB,HATHWAY CABLE & DATACOM LIMITE,INE982F01036,HATHWAY
HATOFS,HATHWAY CABLE & DATACOM OFS,INE000000170,HATHWAY
HATPP,HATSUN AGRO PRO LTD EQ PP 0.8,IN9473B01017,HATSUNPP
HATRE1,HATSUN AGRO PRODUCT LTD RE,INE473B20019,HATSUN-RE
HAVIND,HAVELLS INDIA LIMITED,INE176B01034,HAVELLS
HAWCOO,HAWKINS COOKER LTD,INE979B01015,HAWKINCOOK
HAWENG,HAWA ENGINEERS LIMITED,INE230I01018,HAWAENG
HAZMED,HAZOOR MULTI PROJECTS LIMITED,INE550F01049,HAZOOR
HAZPP1,HAZOOR MULTI PROJECTS LTD PP,IN9550F01013,HAZOORPP
HAZRE1,HAZOOR MULTI PROJECTS RE,INE550F20015,HAZOOR-RE
HBCFLE,HYDERABAD FLEXT,INE113C01019,
HBEST,HB ESTATE DEVELOPERS LTD,INE640B01021,HBESD
HBLEAS,HB LEASING & FINANCE CO LTD,INE549B01016,HBLEAS
HBLPOW,HBL ENGINEERING LIMITED,INE292B01021,HBLENGINE
HBMUT,HB MUTUAL FU,,
HBPOR,HB PORTFOLIO LTD,INE638B01025,HBPOR
HBSTOC,HB STOCKHOLDINGS LIMITED,INE550B01022,HBSL
HCLINF,HCL INFOSYSTEMS LTD,INE236A01020,HCL-INSYS
HCLTEC,HCL TECHNOLOGIES LIMITED,INE860A01027,HCLTECH
HCPOFS,HCP PLASTENE BULKPACK OFSS,INE000000207,HPBL
HCPRE1,RIGHTS ENT OF HCP PLASTENE,INE136C20010,HPBL-RE
HDAOFS,HDFC ASSET MANAGEMENT CO OFS,INE000000145,HDFCAMC
HDBFIN,HDB FINANCIAL SERVICES LIMITED,INE756I01012,HDBFS
HDBN11,8.1293% HDB FIN SERV NOV 28,INE756I07EW5,81293HDB28
HDBN12,8.3333% HDB Fin SERV AUG 27,INE756I07FA8,833HDBFS27
HDBND2,HDB FIN SER SR19 8.85 07JU29,INE756I08181,885HFSL29
HDBND3,8.4% HDB FIN SER SR19 DEC33,INE756I08256,840HDBFS33
HDBND4,8.0736% HDB FIN SERV APR 26,INE756I07EP9,80736HFS26
HDBND5,0% HDB FIN SERV JAN 26,INE756I07EK0,HDBZC26A
HDBND6,8.4% HDB FIN SERV DEC 33,,111111
HDBND7,0% HDB Fin Serv Jul 25,INE756I07EF0,HDBZC25
HDF100,HDFC NIFTY 100 ETF,INF179KC1HR4,HDFCNIF100
HDF150,HDFC NIFTY Midcap 150 ETF,INF179KC1HT0,HDFCMID150
HDF250,HDFC NIFTY Smallcap 250 ETF,INF179KC1FB2,HDFCSML250
HDF500,HDFC S&P BSE 500 ETF,INF179KC1EZ4,HDFCBSE500
HDFAMC,HDFC ASSET MANAGEMENT CO LTD,INE127D01025,HDFCAMC
HDFBAN,HDFC BANK LIMITED,INE040A01034,HDFCBANK
HDFBET,HDFC NIFTY BANKING ETF,INF179KC1HY0,HDFCNIFBAN
HDFC,HOUSING DEVELOPMENT FINANCE CO,INE001A01036,HDFC
HDFCIT,HDFC NIFTY IT ETF,INF179KC1IA8,HDFCNIFIT
HDFCR1,8.75% CFS PERPETUAL PVT DEC 99,INE539K08179,875CFSER
HDFG15,HDFC NIF GROWTH SECTORS 15 ETF,INF179KC1DJ0,HDFCGROWTH
HDFGOL,HDFC GOLD ETF,INF179KC1981,HDFCGOLD
HDFLIQ,HDFC NIFTY 1DRT LIQ ETF GROWTH,INF179KC1JG3,HDFCLIQUID
HDFM30,HDFC NIFTY200 MOMENTUM 30 ETF,INF179KC1HV6,HDFCMOMENT
HDFN10,7.80% HDFC Limited Sep 32,INE040A08773,780HDFCB32
HDFN12,HOUSING DEVELOPMENT FIN 7.97,INE040A08914,797HDFCB33
HDFN14,HOUSING DEVELOPMENT FIN 7.05,INE040A08963,705HDFCB31
HDFN16,HOUSING DEVELOPMENT FIN 8.05,INE040A08AC9,805HDFCB29
HDFN18,HDFC BANK LIMITEDSR 03MY33,INE040A08666,78HDFCB33
HDFN20,9% HDFC BANK LTD. NOV 28,INE040A08AB1,9HDFCB28A
HDFN22,7.79% HDFC BANK LTD NOV32,INE040A08674,779HDFCB32
HDFN23,8.25% HDFC Credila Fin Mar 28,INE539K07254,825CFSL28
HDFN24,9.6% HDFC CREDILA FIN JUN 29,INE539K08245,960CFSL29
HDFN25,9.6% HDFC CREDILA FIN FEB 34,INE539K08252,960HCFSL34
HDFN50,HDFC NIFTY Next 50 ETF,INF179KC1HS2,HDFCNEXT50
HDFN51,8.85% HDFC CrREDILA FIN Jul 29,INE539K07122,885CFS29
HDFND3,HDFC BANK LTD SR-1 8.85 BD PER,INE040A08377,885HDFC99
HDFND4,9.05% HDFC Limited Oct 28,INE040A08732,905HDFCB28
HDFND6,HOUSING FIN Z 007 7.10 12NV31,INE040A08831,710HDFCB31
HDFND7,HOUSING DEVELOPMENT FIN  LTD 8,INE040A08807,8HDFCB32
HDFPBK,HDFC NIFTY PRIVATE BANK ETF,INF179KC1HZ7,HDFCPVTBAN
HDFPSU,HDFC NIFTY PSU BANK ETF,INF179KC1HW4,HDFCPSUBK
HDFQ30,HDFC NIFTY100 QUALITY 30 ETF,INF179KC1DL6,HDFCQUAL
HDFRGE,HDFC NIFTY 50 ETF,INF179KC1965,HDFCNIFTY
HDFSEN,HDFC S&P BSE SENSEX ETF,INF179KC1HX2,HDFCSENSEX
HDFSIL,HDFC SILVER ETF,INF179KC1DI2,HDFCSILVER
HDFSTA,HDFC LIFE INSURANCE COM LTD,INE795G01014,HDFCLIFE
HDFV20,HDFC NIFTY50 VALUE 20 ETF,INF179KC1DK8,HDFCVALUE
HDFV30,HDFC NIFTY100 LOW VOL 30 ETF,INF179KC1HU8,HDFCLOWVOL
HDFWA2,HDFC BANK WARRANT AUG 23,INE040A13013,HDFCBW3
HDFWAR,HDFC-WARRANT-23AUG2012,INE001A13023,HDFCWAR
HDIL,HOUSING DEVELOPMENT & INFRASTR,INE191I01012,HDIL
HDLOFS,HDFC LIFE INSURANCE OFS,INE000000136,HDFCLIFE
HDND1,HDFC CREDILA FIN LTD 8.15,INE539K07221,815CFSL32
HEAGLO,HEALTHCARE GLOBAL ENTP LTD,INE075I01017,HCG
HEAINV,HEALTHY INVESTMENTS LTD.,INE160N01017,HEALINV
HEALIF,HEALTHY LIFE AGRITEC LIMITED,INE0L3501015,HEALTHYLIFE
HEATEC,HEALTHFORE TECHNOLOGIES LTD,INE402L01017,HEALTHTECH
HEEISP,HEERA ISPAT,INE025D01013,HEERAISP
HEG,HEG LIMITED,INE545A01024,HEG
HEICEM,HEIDELBERG CEMENT INDIA LTD,INE578A01017,HEIDELBERG
HELFIN,HELPAGE FINLEASE LIMITED,INE738P01015,HELPAGE
HELIND,HELLA INDIA LIGHTING LIMITED,INE431D01013,HELLAIND
HELMAT,HELIOS & MATHESON INFORMATION,INE674B01012,HELIOSMATH
HEMCEM,HEMADRI CEMENT,INE07BK01011,HEMACEM
HEMHOL,HEM HOLDINGS AND TRADING LTD,INE721U01011,ZHEMHOLD
HEMIND,ICONIK SPORTS AND EVENTS LTD,INE088P01015,ICONIKSPEV
HEMORG,HEMO ORGANIC LIMITED,INE422G01015,HEMORGANIC
HEMPRO,HEMISPHERE PROPERTIES IND LTD,INE0AJG01018,HEMIPROP
HEMSUR,HEMANT SURGICAL INDUSTRIES,INE0GYI01028,HSIL
HENIND,JYOTHY CONSUMER PRODUCTS LTD,INE099H01019,JYOTHYCONS
HENSPI,HENKEL SPIC INDIA LTD,INE902A01019,
HERAGR,HERUK AGRO FOODS,,
HERBER,HERBERTSONS LTD,INE546A01014,
HERCHE,SI GROUP INDIA LIMITED,INE547A01012,
HERDRU,MATRIX LABS,INE604D01023,
HERFOO,HERITAGE FOODS LIMITED,INE978A01027,HERITGFOOD
HERHOI,HERCULES HOISTS LIMITED,INE688E01024,HERCULES
HERHON,HERO MOTOCORP LIMITED,INE158A01026,HEROMOTOCO
HERIND,HERANBA INDUSTRIES LIMITED,INE694N01015,HERANBA
HERMIL,HERMAN MILKFOODS,,
HEROXI,OXIDES   SPECI.,INE597D01011,OXIDE
HERPAC,CEEJAY FINANCE LIMITED,INE358C01010,CEEJAY
HERRE1,HERITAGE FOODS LIMITED RE,INE978A20019,HERIT-RE
HERUNI,UNIMERS INDIA LTD,INE980B01039,UNIMERQ
HESPHA,HESTER BIOSCIENCES LTD,INE782E01017,HESTERBIO
HEXTEC,HEXAWARE TECHNOLOGIES LTD,INE093A01041,HEXT
HEXTRA,HEXA TRADEX LIMITED,INE750M01017,HEXATRADEX
HGINF,H G INFRA ENGINEERING LTD,INE926X01010,HGINFRA
HIFMAR,PHOTON CAPITAL ADVISORS LTD,INE107J01016,PHOTON
HIGENE,HIGH ENERGY BATTERIES (INDIA),INE783E01023,HIGHENE
HIGGRO,HIGH GROUND ENTERPRISE LIMITED,INE361M01021,HIGHGROUND
HIGIND,HIGHLAND INDUSTRIES,INE672D01012,HIGHL
HIGSTR,HIGH STREET FILATEX LIMITED,INE319M01011,HIGHSTREE
